text,likes,retweet_count,followers_count
5.244566881017103,0.0,5016.263856487069,156.68484876044295
-2.9962148666301154,0.0,85.99309468263544,24261.41184490648
5.244566881017103,0.0,5016.263856487069,1096.7939413231006
9.4840441962807,0.0,128.98964202395317,98.95885184870082
0.0,0.0,0.0,24.739712962175204
7.441711725584894,0.0,0.0,1401.9170678565947
-5.0194935066955235,0.0,14.33218244710591,3216.1626850827765
-3.5249586666236654,0.0,0.0,2119.368743759676
0.9193473279167128,0.0,0.0,1030.8213734239666
5.244566881017103,0.0,0.0,230.90398764696855
4.786084081473145,0.0,0.0,634.9859660291635
9.955626504383055,0.0,132658.68073041228,0.0
4.048939008959616,0.0,8326.998001768532,3174.9298301458175
7.138041299912922,0.0,28.66436489421182,6399.339086215986
-9.79485980843907,0.0,7180.423406000061,1179.259651197018
2.9771610359997176,0.0,8212.340542191685,0.0
4.301402264812392,0.0,0.0,453.56140430654534
2.694926169786944,0.0,7108.762493764531,1748.2730493270476
6.63787824586497,0.0,3382.3950575169947,14324.293805099442
2.9771610359997176,0.0,8212.340542191685,0.0
4.301402264812392,0.0,0.0,0.0
4.301402264812392,0.0,6377.82118896213,0.0
0.0,0.0,14.33218244710591,272.1368425839272
5.676850663444261,0.0,0.0,313.3696975208859
5.0194935066955235,0.0,2995.426131445135,387.5888364074115
0.0,0.0,6263.163729385283,148.4382777730512
9.342331330967113,0.0,57.32872978842364,272.1368425839272
5.0194935066955235,0.0,48557.43413079482,700.9585339282974
0.0,0.0,14.33218244710591,2605.916432015788
3.5249586666236654,0.0,2637.121570267487,544.2736851678544
-4.546720334178768,0.0,816.9343994850369,832.9036697265652
5.244566881017103,0.0,5016.263856487069,13268.732718713301
-9.79485980843907,0.0,7180.423406000061,0.0
0.0,0.0,0.0,2721.3684258392723
-5.0194935066955235,0.0,0.0,4972.682305397216
4.048939008959616,0.0,8326.998001768532,1385.4239258818113
2.4091187103309717,0.0,85.99309468263544,197.91770369740163
0.0,0.0,6263.163729385283,33720.228767444794
4.786084081473145,0.0,14.33218244710591,582001.7474351716
0.0,0.0,917.2596766147782,2746.1081388014472
0.0,0.0,0.0,3941.860931973249
-5.355317271556292,0.0,0.0,1269.971932058327
0.0,0.0,100.32527712974138,643.2325370165552
3.78933056662044,0.0,0.0,0.0
9.955626504383055,0.0,1189.5711431097905,156.68484876044295
0.0,0.0,6263.163729385283,3232.6558270575597
-9.79485980843907,0.0,7180.423406000061,24.739712962175204
9.189900685923929,2.0720802723372262,0.0,5756.10654919943
9.342331330967113,0.0,14.33218244710591,98.95885184870082
-9.79485980843907,0.0,7180.423406000061,5236.572576993751
0.0,0.0,0.0,643.2325370165552
0.0,0.0,558.9551154371304,667.9722499787305
-9.929427487266256,0.0,257.97928404790633,14167.608956338998
5.0194935066955235,0.0,3325.066327728571,255.64370060914374
0.0,0.0,0.0,0.0
0.0,0.0,14.33218244710591,123.698564810876
4.786084081473145,0.0,14.33218244710591,1575.095058591821
-9.79485980843907,0.0,7180.423406000061,33720.228767444794
-4.786084081473145,0.0,133504.27949479155,5426.243709703761
8.339623494042408,0.0,5675.54424905394,313.3696975208859
9.189900685923929,0.0,0.0,4601.586610964588
2.8711741031181277,0.0,37005.69507842746,0.0
5.0194935066955235,0.0,0.0,453.56140430654534
5.0194935066955235,0.0,2995.426131445135,1253.4787900835436
4.048939008959616,0.0,8326.998001768532,12303.883913188467
-3.5249586666236654,0.0,2149.8273670658864,3686.2172313641054
6.798644941808954,0.0,1347.2251500279554,3216.1626850827765
8.339623494042408,0.0,5675.54424905394,453.56140430654534
-0.9193473279167128,0.0,4672.291477756527,263.8902715965355
-2.4091187103309717,0.0,1676.8653463113915,3100.710691259292
0.0,0.0,26514.537527145934,181.42456172261814
0.0,0.0,530.2907505429187,2737.8615678140554
5.676850663444261,0.0,14.33218244710591,230.90398764696855
9.342331330967113,0.0,14.33218244710591,295540.611046145
5.244566881017103,0.0,5016.263856487069,64446.952266466404
-5.0194935066955235,0.0,0.0,6011.750249808574
2.694926169786944,0.0,7108.762493764531,907.1228086130907
-6.067454191367424,0.0,0.0,32.98628394956694
5.0194935066955235,0.0,2995.426131445135,536.0271141804627
0.0,0.0,0.0,1401.9170678565947
5.244566881017103,0.0,5016.263856487069,1830.738759200965
7.58461545531288,0.0,1404.553879816379,3216.1626850827765
6.080553699925824,0.0,1891.84808301798,24.739712962175204
-9.79485980843907,0.0,7180.423406000061,1838.9853301883566
0.0,0.0,530.2907505429187,10118.542601529658
-9.79485980843907,0.0,7180.423406000061,27551.793668875787
2.118547793217399,0.0,7424.070507600861,8.246570987391735
8.938628294485552,0.0,0.0,1344.1910709448528
-1.3980748225054673,0.0,716.6091223552954,8056.899854681724
2.4091187103309717,0.0,85.99309468263544,1929.6976110496657
0.0,0.0,10720.47247043522,0.0
0.0,0.0,0.0,478.3011172687206
0.0,6.216240817011679,0.0,1006.0816604617916
0.0,0.0,0.0,65.97256789913388
0.0,0.0,6263.163729385283,90.71228086130907
2.4091187103309717,0.0,0.0,8056.899854681724
7.984745898551242,0.0,0.0,16.49314197478347
9.955626504383055,0.0,132658.68073041228,0.0
7.984745898551242,0.0,487.29420320160096,601.9996820795966
-1.8232134184462272,0.0,0.0,2729.614996826664
